"ITEM   ","WINE DESC                        ","BEER DESCR                        ","CU/ML BR ","CU/ML  ","U/C"," CASE UPC    "," BOTL UPC   ","      RETL UPC","SUB","SUB DESCRP     ","BRN","BRAND DESC    ","SP ","                "
"819791 ","3324 MF BOCCONC INI LATTE 65G    ","3324 MF BOCCONCINI LATTE 65G      ","         ","       ","  1","000000000000 ","000350004866","08000350004866","Y00","VICENZI        ","Y00","VICENZI       ","L6 ","VICENZI S.P.A.  "
"819792 ","3325 MF BOCCONC ONCINI CIOCC 65G ","3325 MF BOCCONCONCINI CIOCC 65G   ","         ","       ","  1","000000000000 ","000350064082","08000350064082","Y00","VICENZI        ","Y00","VICENZI       ","L6 ","VICENZI S.P.A.  "
"819793 ","3326 MF FIORELL INI 60G          ","3326 MF FIORELLINI 60G            ","         ","       ","  1","000000000000 ","000350004873","08000350004873","Y00","VICENZI        ","Y00","VICENZI       ","L6 ","VICENZI S.P.A.  "
"819794 ","3306 MINISNACK  HAZELNUT 75G     ","3306 MINISNACK HAZELNUT 75G       ","         ","       ","  1","000000000000 ","000350003937","08000350003937","Y00","VICENZI        ","Y00","VICENZI       ","L6 ","VICENZI S.P.A.  "
"819795 ","3307 MINISNACK PASTRY CREAM 75G  ","3307 MINISNACKPASTRY CREAM 75G    ","         ","       ","  1","000000000000 ","000350003999","08000350003999","Y00","VICENZI        ","Y00","VICENZI       ","L6 ","VICENZI S.P.A.  "
"819796 ","5553 M.V.ASSORT ED PASTRIES TIN 5","5553 M.V.ASSORTED PASTRIES TIN 500","         ","       ","  1","000000000000 ","000350007171","08000350007171","Y00","VICENZI        ","Y00","VICENZI       ","L6 ","VICENZI S.P.A.  "
"819797 ","5595 SOFT AMARE TTO TIN 320G     ","5595 SOFT AMARETTO TIN 320G       ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Y00","VICENZI        ","Y00","VICENZI       ","L6 ","VICENZI S.P.A.  "
"819798 ","5596 MILLEFOGLI E TIN 240G       ","5596 MILLEFOGLIE TIN 240G         ","         ","       ","  1","000000000000 ","000350064129","08000350064129","Y00","VICENZI        ","Y00","VICENZI       ","L6 ","VICENZI S.P.A.  "
"819799 ","3255 MINIVOGLIE  ASSORTED PASTRY ","3255 MINIVOGLIE ASSORTED PASTRY   ","         ","       ","  1","000000000000 ","000350001186","08000350001186","Y00","VICENZI        ","Y00","VICENZI       ","L6 ","VICENZI S.P.A.  "
"819800 ","5933 LINGUE DI GATTO 100G        ","5933 LINGUE DIGATTO 100G          ","         ","       ","  1","000000000000 ","000350001308","08000350001308","Y00","VICENZI        ","Y00","VICENZI       ","L6 ","VICENZI S.P.A.  "
"819801 ","6548 WAFER ROLL S W/COCOA CREAM 2","6548 WAFER ROLLS W/COCOA CREAM 200","         ","       ","  1","000000000000 ","000350004699","08000350004699","Y00","VICENZI        ","Y00","VICENZI       ","L6 ","VICENZI S.P.A.  "
"819802 ","6549 WAFER ROLL S W/HAZELNUT CREA","6549 WAFER ROLLS W/HAZELNUT CREAM ","         ","       ","  1","000000000000 ","000350004705","08000350004705","Y00","VICENZI        ","Y00","VICENZI       ","L6 ","VICENZI S.P.A.  "
"819803 ","2800 GRISBI'DOU BLE CHOCOLATE 150","2800 GRISBI'DOUBLE CHOCOLATE 150G ","         ","       ","  1","000000000000 ","033102690062","08033102690062","Y00","VICENZI        ","Y00","VICENZI       ","L6 ","VICENZI S.P.A.  "
"819804 ","2801 GRISBI'LEM ON CREAM 150G    ","2801 GRISBI'LEMON CREAM 150G      ","         ","       ","  1","000000000000 ","033102690086","08033102690086","Y00","VICENZI        ","Y00","VICENZI       ","L6 ","VICENZI S.P.A.  "
"819805 ","2802 GRISBI'HAZ ELNUT 150G       ","2802 GRISBI'HAZELNUT 150G         ","         ","       ","  1","000000000000 ","033102690079","08033102690079","Y00","VICENZI        ","Y00","VICENZI       ","L6 ","VICENZI S.P.A.  "
"819806 ","2803 GRISBI'COC ONUT 150G        ","2803 GRISBI'COCONUT 150G          ","         ","       ","  1","000000000000 ","000350005238","08000350005238","Y00","VICENZI        ","Y00","VICENZI       ","L6 ","VICENZI S.P.A.  "
"819807 ","2851 GRISBI'ESP RESSO 150G       ","2851 GRISBI'ESPRESSO 150G         ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Y00","VICENZI        ","Y00","VICENZI       ","L6 ","VICENZI S.P.A.  "
"819808 ","4602 GLUTEN FRE E LADYFINGERS 125","4602 GLUTEN FREE LADYFINGERS 125G ","         ","       ","  1","000000000000 ","000350005795","08000350005795","Y00","VICENZI        ","Y00","VICENZI       ","L6 ","VICENZI S.P.A.  "
"819809 ","4603 LACTOSE FR EE PUFF PASTRY 12","4603 LACTOSE FREE PUFF PASTRY 125G","         ","       ","  1","000000000000 ","000350005801","08000350005801","Y00","VICENZI        ","Y00","VICENZI       ","L6 ","VICENZI S.P.A.  "
"819810 ","4630 GRISBI DOU BLECHOCO GLUTENFR","4630 GRISBI DOUBLECHOCO GLUTENFREE","         ","       ","  1","000000000000 ","000350005924","08000350005924","Y00","VICENZI        ","Y00","VICENZI       ","L6 ","VICENZI S.P.A.  "
"819811 ","4631 GRISBI LEM ONCREAM GLUTENFRE","4631 GRISBI LEMONCREAM GLUTENFREE ","         ","       ","  1","000000000000 ","000350005931","08000350005931","Y00","VICENZI        ","Y00","VICENZI       ","L6 ","VICENZI S.P.A.  "
"819812 ","3120 AMARETTO F AMIGLIA 2KG      ","3120 AMARETTO FAMIGLIA 2KG        ","         ","       ","  4","000000000000 ","000350000158","08000350000158","Y00","VICENZI        ","Y00","VICENZI       ","L6 ","VICENZI S.P.A.  "
"819813 ","3635 AMARETTO G RANULES 4KG      ","3635 AMARETTO GRANULES 4KG        ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Y00","VICENZI        ","Y00","VICENZI       ","L6 ","VICENZI S.P.A.  "
"819814 ","3637 AMARETTINO  FAMIGLIA 2KG    ","3637 AMARETTINO FAMIGLIA 2KG      ","         ","       ","  4","000000000000 ","000000000000","00000000000000","Y00","VICENZI        ","Y00","VICENZI       ","L6 ","VICENZI S.P.A.  "
"819815 ","3250 PUFF PASTR  BASE FOR CAKES  ","3250 PUFF PASTR BASE FOR CAKES    ","         ","       ","  1","000000000000 ","000350005627","08000350005627","Y00","VICENZI        ","Y00","VICENZI       ","L6 ","VICENZI S.P.A.  "
"819816 ","6573 SPONGE CAK E 3 ROUND BASES 4","6573 SPONGE CAKE 3 ROUND BASES 400","         ","       ","  1","000000000000 ","000000000000","00000000000000","Y00","VICENZI        ","Y00","VICENZI       ","L6 ","VICENZI S.P.A.  "
"819817 ","3245 VOLAUVENT  PUFF PASTRY SHELL","3245 VOLAUVENT PUFF PASTRY SHELLS ","         ","       ","  1","000000000000 ","000350002138","08000350002138","Y00","VICENZI        ","Y00","VICENZI       ","L6 ","VICENZI S.P.A.  "
"819818 ","5497 BISCOTTIER A MINIVOGLIE INT ","5497 BISCOTTIERA MINIVOGLIE INT   ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Y00","VICENZI        ","Y00","VICENZI       ","L6 ","VICENZI S.P.A.  "
"819819 ","35023 ZWARTE TH EE THANKS        ","35023 ZWARTE THEE THANKS          ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z09","BICKERY        ","Z09","BICKERY FOOD G","A9 ","BICKERY FOOD GRO"
"819820 ","37451 LIKEURCAK E AMARETTO GOUD/R","37451 LIKEURCAKE AMARETTO GOUD/ROO","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z09","BICKERY        ","Z09","BICKERY FOOD G","A9 ","BICKERY FOOD GRO"
"819821 ","37508 BROWNIES WISH              ","37508 BROWNIESWISH                ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z09","BICKERY        ","Z09","BICKERY FOOD G","A9 ","BICKERY FOOD GRO"
"819822 ","45073 MINI PANE TTONE GOUD       ","45073 MINI PANETTONE GOUD         ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z09","BICKERY        ","Z09","BICKERY FOOD G","A9 ","BICKERY FOOD GRO"
"819823 ","45078 PANETTONE  THANKS          ","45078 PANETTONE THANKS            ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z09","BICKERY        ","Z09","BICKERY FOOD G","A9 ","BICKERY FOOD GRO"
"819824 ","45104 GOUD VLIN DERKOEKJE DANK   ","45104 GOUD VLINDERKOEKJE DANK     ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z09","BICKERY        ","Z09","BICKERY FOOD G","A9 ","BICKERY FOOD GRO"
"819825 ","55307 ZURE ROOM  DIPSOUS GOUD    ","55307 ZURE ROOM DIPSOUS GOUD      ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z09","BICKERY        ","Z09","BICKERY FOOD G","A9 ","BICKERY FOOD GRO"
"819826 ","62492 KAASKOEK  GOUD             ","62492 KAASKOEK GOUD               ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z09","BICKERY        ","Z09","BICKERY FOOD G","A9 ","BICKERY FOOD GRO"
"819827 ","90647 DIPSTICKS  ROZMARIJN WISH  ","90647 DIPSTICKS ROZMARIJN WISH    ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z09","BICKERY        ","Z09","BICKERY FOOD G","A9 ","BICKERY FOOD GRO"
"819828 ","90725 TOAST THA NKS              ","90725 TOAST THANKS                ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z09","BICKERY        ","Z09","BICKERY FOOD G","A9 ","BICKERY FOOD GRO"
"819829 ","90727 PARTY TOA ST GOUD/ROOD     ","90727 PARTY TOAST GOUD/ROOD       ","         ","100GR  ","  1","000000000000 ","000000000000","00000000000000","Z09","BICKERY        ","Z09","BICKERY FOOD G","A9 ","BICKERY FOOD GRO"
"819830 ","92351 PRALINE B ONBONS THANKS    ","92351 PRALINE BONBONS THANKS      ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z09","BICKERY        ","Z09","BICKERY FOOD G","A9 ","BICKERY FOOD GRO"
"819831 ","92433 CHOCOREEP  BESSEN/HAZELN TH","92433 CHOCOREEP BESSEN/HAZELN THNK","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z09","BICKERY        ","Z09","BICKERY FOOD G","A9 ","BICKERY FOOD GRO"
"819832 ","92447 CHOCOREEP  XXL BAR WISH    ","92447 CHOCOREEP XXL BAR WISH      ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z09","BICKERY        ","Z09","BICKERY FOOD G","A9 ","BICKERY FOOD GRO"
"819833 ","92689 CHIPS ZEE ZOUT WISH        ","92689 CHIPS ZEEZOUT WISH          ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z09","BICKERY        ","Z09","BICKERY FOOD G","A9 ","BICKERY FOOD GRO"
"819834 ","92690 CHIPS ZEE ZOUT GOUD        ","92690 CHIPS ZEEZOUT GOUD          ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z09","BICKERY        ","Z09","BICKERY FOOD G","A9 ","BICKERY FOOD GRO"
"819835 ","94729 PINDA''S BLIK GOUD         ","94729 PINDA''SBLIK GOUD           ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z09","BICKERY        ","Z09","BICKERY FOOD G","A9 ","BICKERY FOOD GRO"
"819836 ","94731 PINDA''S LIK THANKS        ","94731 PINDA''SLIK THANKS          ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z09","BICKERY        ","Z09","BICKERY FOOD G","A9 ","BICKERY FOOD GRO"
"819837 ","94735 PINDA''S LIK WISH          ","94735 PINDA''SLIK WISH            ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z09","BICKERY        ","Z09","BICKERY FOOD G","A9 ","BICKERY FOOD GRO"
"819838 ","95122 MINI PRET ZELS WISH        ","95122 MINI PRETZELS WISH          ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z09","BICKERY        ","Z09","BICKERY FOOD G","A9 ","BICKERY FOOD GRO"
"819839 ","95622 PEPERMUNT  GOUD DANK       ","95622 PEPERMUNT GOUD DANK         ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z09","BICKERY        ","Z09","BICKERY FOOD G","A9 ","BICKERY FOOD GRO"
"819840 ","95627 DROPSTAAF  GOUD DANK       ","95627 DROPSTAAF GOUD DANK         ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z09","BICKERY        ","Z09","BICKERY FOOD G","A9 ","BICKERY FOOD GRO"
"819841 ","98051 GIFTSET H ANDWASH/SHOWER FO","98051 GIFTSET HANDWASH/SHOWER FOAM","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z09","BICKERY        ","Z09","BICKERY FOOD G","A9 ","BICKERY FOOD GRO"
"819842 ","98053 GIFTSET B ODYLOTION/SHOWERG","98053 GIFTSET BODYLOTION/SHOWERGEL","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z09","BICKERY        ","Z09","BICKERY FOOD G","A9 ","BICKERY FOOD GRO"
"819843 ","38435 2 BOT.F.1 80X90X385 SKIN OR","38435 2 BOT.F.180X90X385 SKIN ORO ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819844 ","38434 1 BOT.CM9 0X90X385 SKIN ORO","38434 1 BOT.CM90X90X385 SKIN ORO  ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819845 ","38436 3 BOT.F.2 70X90X385 SKIN OR","38436 3 BOT.F.270X90X385 SKIN ORO ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819846 ","38432 2 B.CHAM2 00X100X385 SKIN O","38432 2 B.CHAM200X100X385 SKIN ORO","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819847 ","38358 1 BOT.CM9 0X90X385 SKIN DES","38358 1 BOT.CM90X90X385 SKIN DESER","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819848 ","38359 2BOT.F.18 0X90X385 SKIN DES","38359 2BOT.F.180X90X385 SKIN DESER","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819849 ","38360 3BOT.F.27 0X90X385 SKIN DES","38360 3BOT.F.270X90X385 SKIN DESER","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819850 ","38351 PANET 200 X200X180 SKIN DES","38351 PANET 200X200X180 SKIN DESER","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819851 ","38500 1 BOT.CM9 0X90X385 SPOT BLU","38500 1 BOT.CM90X90X385 SPOT BLU  ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819852 ","38501 2 BOT.F.1 80X90X385 SPOT BL","38501 2 BOT.F.180X90X385 SPOT BLU ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819853 ","38502 3 BOT.F.2 70X90X385 SPOT BL","38502 3 BOT.F.270X90X385 SPOT BLU ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819854 ","37044 CEST.2B 1 80X90X330 KRAFT N","37044 CEST.2B 180X90X330 KRAFT NER","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819855 ","37045 CEST.4B 1 30X130X290 KRAFTN","37045 CEST.4B 130X130X290 KRAFTNER","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819856 ","38301 2B.CHAM20 0X100X385 SKIN CO","38301 2B.CHAM200X100X385 SKIN COFF","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819857 ","38304 2 BOT.F.1 80X90X385 SKIN CO","38304 2 BOT.F.180X90X385 SKIN COFF","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819858 ","34984 2 BOT.F.1 80X90X385 SETA MA","34984 2 BOT.F.180X90X385 SETA MARR","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819859 ","32Z WHITE PORCE LAIN TEAPOT SUNK ","32Z WHITE PORCELAIN TEAPOT SUNK LI","         ","       ","  1","000000000000 ","000000000000","00000000000000","Y01","WEBSTAURANT    ","Y01","WEBSTAURANT ST","N2 ","WEBSTAURANT STOR"
"819860 ","MAJESTY EUROPEA N BONE CHINA 10Z ","MAJESTY EUROPEAN BONE CHINA 10Z MU","         ","       ","  1","000000000000 ","000000000000","00000000000000","Y01","WEBSTAURANT    ","Y01","WEBSTAURANT ST","N2 ","WEBSTAURANT STOR"
"819861 ","ACOPA ELEVATION  6.5 OZ FLUTE GLA","ACOPA ELEVATION 6.5 OZ FLUTE GLASS","         ","       ","  1","000000000000 ","000000000000","00000000000000","Y01","WEBSTAURANT    ","Y01","WEBSTAURANT ST","N2 ","WEBSTAURANT STOR"
"819862 ","37695 RED BOX 3  BTL             ","37695 RED BOX 3 BTL               ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819863 ","38026 RED BAGS                   ","38026 RED BAGS                    ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819864 ","33391 RED BOX 2  BTL             ","33391 RED BOX 2 BTL               ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819865 ","13574 PINO RED  BOX              ","13574 PINO RED BOX                ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819866 ","35903 NATURAL B OX 2 BTL         ","35903 NATURAL BOX 2 BTL           ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819867 ","35872 NATURAL B OX               ","35872 NATURAL BOX                 ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819868 ","35911 NATURAL B OX               ","35911 NATURAL BOX                 ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819869 ","34943 CUBOTTO S ETA ORO          ","34943 CUBOTTO SETA ORO            ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819870 ","30996 BLUE SANT A BOX CUBOTTO    ","30996 BLUE SANTA BOX CUBOTTO      ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819871 ","30997 BLUE SANT A BOX CUBOTTO    ","30997 BLUE SANTA BOX CUBOTTO      ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819872 ","30998 BLUE SANT A BOX CUBOTTO    ","30998 BLUE SANTA BOX CUBOTTO      ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819873 ","30995 BLUE SANT A BOX CUBOTTO    ","30995 BLUE SANTA BOX CUBOTTO      ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819874 ","33078 BLUE SANT A BOX CUBOTTO    ","33078 BLUE SANTA BOX CUBOTTO      ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819875 ","33422 BLUE SANT A BOX CUBOTTO    ","33422 BLUE SANTA BOX CUBOTTO      ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819876 ","30957 BLUE SANT A BOX CUBOTTO    ","30957 BLUE SANTA BOX CUBOTTO      ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819877 ","37694 RED 2 BTL  BOX PELLE ROSSO ","37694 RED 2 BTL BOX PELLE ROSSO   ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819878 ","37695 RED 3 BTL  BOX PELLE ROSSO ","37695 RED 3 BTL BOX PELLE ROSSO   ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
"819879 ","30961 SANTA RED  COBUTTO BOX     ","30961 SANTA RED COBUTTO BOX       ","         ","       ","  1","000000000000 ","000000000000","00000000000000","Z87","SCOTTON        ","Z87","SCOTTON       ","J7 ","SCOTTON         "
