"ITEM  ","DEL","DI","DUTY PD "," DUTY FR ","    COST ","  PR 01 ","  PR 02 ","  PR 03 ","  PR 04 ","  PR 05 ","  PR 06 "," BEEROH ","WINEOH ","UM","B6%","B9%","W6%","W9%","TX?","  PR 07 ","  PR 08 ","  PR 09 ","  PR 10 ","  PR 11 "," ST"
"00532 ","D  ","  ","  34.959","         ","         ","   53.95","   53.95","   62.04","   59.35","   56.65","   53.95","        ","       ","CS","  1","   ","   ","   ","Y  ","   53.95","   53.95","   53.95","   53.95","   53.95"," D "
"00534 ","D  ","  ","  21.470","         ","         ","   33.15","   33.15","   38.12","   36.47","   34.81","   33.15","        ","       ","CS","  1","   ","   ","   ","Y  ","   33.15","   33.15","   33.15","   33.15","   33.15"," D "
"00536 ","D  ","  ","  41.587","         ","         ","   64.15","   64.15","   73.77","   70.57","   67.36","   64.15","        ","       ","CS","  1","   ","   ","   ","Y  ","   64.15","   64.15","   64.15","   64.15","   64.15"," D "
"00537 ","D  ","  ","  53.163","         ","         ","   82.00","   82.00","   94.30","   90.20","   86.10","   82.00","        ","       ","CS","  1","   ","   ","   ","Y  ","   82.00","   82.00","   82.00","   82.00","   82.00"," D "
"00538 ","D  ","  ","  21.470","         ","         ","   33.15","   33.15","   38.12","   36.47","   34.81","   33.15","        ","       ","CS","  1","   ","   ","   ","Y  ","   33.15","   33.15","   33.15","   33.15","   33.15"," D "
"00540 ","D  ","  ","  21.470","         ","         ","   33.15","   33.15","   38.12","   36.47","   34.81","   33.15","        ","       ","CS","  1","   ","   ","   ","Y  ","   33.15","   33.15","   33.15","   33.15","   33.15"," D "
"00541 ","   ","  ","  37.410","         ","         ","   57.75","   57.75","   66.41","   63.53","   60.64","   57.75","        ","       ","CS","  1","   ","   ","   ","Y  ","   57.75","   57.75","   57.75","   57.75","   57.75"," A "
"00542 ","   ","  ","  40.771","         ","         ","   62.90","   62.90","   72.34","   69.19","   66.05","   62.90","        ","       ","CS","  1","   ","   ","   ","Y  ","   62.90","   62.90","   62.90","   62.90","   62.90"," A "
"00543 ","   ","  ","  31.436","         ","         ","   48.50","   48.50","   55.78","   53.35","   50.93","   48.50","        ","       ","CS","  1","   ","   ","   ","Y  ","   48.50","   48.50","   48.50","   48.50","   48.50"," A "
"00545 ","D  ","  ","  41.587","         ","         ","   64.15","   64.15","   73.77","   70.57","   67.36","   64.15","        ","       ","CS","  1","   ","   ","   ","Y  ","   64.15","   64.15","   64.15","   64.15","   64.15"," D "
"00546 ","D  ","  ","  53.163","         ","         ","   82.00","   82.00","   94.30","   90.20","   86.10","   82.00","        ","       ","CS","  1","   ","   ","   ","Y  ","   82.00","   82.00","   82.00","   82.00","   82.00"," D "
"00547 ","D  ","  ","  36.103","         ","         ","   55.70","   55.70","   64.06","   61.27","   58.49","   55.70","        ","       ","CS","  1","   ","   ","   ","Y  ","   55.70","   55.70","   55.70","   55.70","   55.70"," D "
"00548 ","D  ","  ","  36.103","         ","         ","   55.70","   55.70","   64.06","   61.27","   58.49","   55.70","        ","       ","CS","  1","   ","   ","   ","Y  ","   55.70","   55.70","   55.70","   55.70","   55.70"," D "
"00549 ","D  ","  ","  36.103","         ","         ","   55.70","   55.70","   64.06","   61.27","   58.49","   55.70","        ","       ","CS","  1","   ","   ","   ","Y  ","   55.70","   55.70","   55.70","   55.70","   55.70"," D "
"00550 ","D  ","  ","  36.103","         ","         ","   55.70","   55.70","   64.06","   61.27","   58.49","   55.70","        ","       ","CS","  1","   ","   ","   ","Y  ","   55.70","   55.70","   55.70","   55.70","   55.70"," D "
"00551 ","D  ","  ","  36.103","         ","         ","   55.70","   55.70","   64.06","   61.27","   58.49","   55.70","        ","       ","CS","  1","   ","   ","   ","Y  ","   55.70","   55.70","   55.70","   55.70","   55.70"," D "
"00552 ","   ","  ","  39.300","         ","         ","   60.65","   60.65","   69.75","   66.72","   63.68","   60.65","        ","       ","CS","  1","   ","   ","   ","Y  ","   60.65","   60.65","   60.65","   60.65","   60.65"," A "
"00554 ","D  ","  ","  21.657","         ","         ","   33.45","   33.45","   38.47","   36.80","   35.12","   33.45","        ","       ","CS","  1","   ","   ","   ","Y  ","   33.45","   33.45","   33.45","   33.45","   33.45"," D "
"00555 ","D  ","  ","  21.657","         ","         ","   33.45","   33.45","   38.47","   36.00","   35.12","   33.45","        ","       ","CS","  1","   ","   ","   ","Y  ","   33.45","   33.45","   33.45","   33.45","   33.45"," D "
"00556 ","D  ","  ","  21.657","         ","         ","   33.45","   33.45","   38.47","   36.80","   35.12","   33.45","        ","       ","CS","  1","   ","   ","   ","Y  ","   33.45","   33.45","   33.45","   33.45","   33.45"," D "
"00557 ","   ","  ","  36.103","         ","         ","   55.70","   55.70","   64.06","   61.27","   58.49","   55.70","        ","       ","CS","  1","   ","   ","   ","Y  ","   55.70","   55.70","   55.70","   55.70","   55.70"," A "
"00558 ","   ","  ","  22.824","         ","         ","   35.22","   35.22","   40.54","   38.78","   37.01","   35.22","        ","       ","CS","  1","   ","   ","   ","Y  ","   35.22","   35.22","   35.22","   35.22","   35.22"," A "
"00559 ","D  ","  ","  51.296","         ","         ","   79.15","   79.15","   91.02","   87.07","   83.11","   79.15","        ","       ","CS","  1","   ","   ","   ","Y  ","   79.15","   79.15","   79.15","   79.15","   79.15"," D "
"00560 ","D  ","  ","  21.961","         ","         ","   33.90","   33.90","   38.99","   37.29","   35.60","   33.90","        ","       ","CS","  1","   ","   ","   ","Y  ","   33.90","   33.90","   33.90","   33.90","   33.90"," D "
"00561 ","D  ","  ","  21.961","         ","         ","   33.90","   33.90","   38.99","   37.29","   35.60","   33.90","        ","       ","CS","  1","   ","   ","   ","Y  ","   33.90","   33.90","   33.90","   33.90","   33.90"," D "
"00564 ","D  ","  ","  20.930","         ","   20.930","   30.00","   30.00","   34.50","   30.00","   30.00","   30.00","        ","       ","CS","   ","  1","   ","   ","Y  ","   30.00","   30.00","   30.00","   30.00","   30.00"," D "
"00565 ","D  ","  ","  20.930","         ","   20.930","   30.00","   30.00","   34.50","   30.00","   30.00","   30.00","        ","       ","CS","   ","  1","   ","   ","Y  ","   30.00","   30.00","   30.00","   30.00","   30.00"," D "
"00566 ","D  ","  ","  20.930","         ","   20.930","   30.00","   30.00","   34.50","   30.00","   30.00","   30.00","        ","       ","CS","   ","  1","   ","   ","Y  ","   30.00","   30.00","   30.00","   30.00","   30.00"," D "
"00567 ","   ","  ","  11.340","         ","   12.210","   16.30","   16.30","   18.75","   16.30","   16.30","   16.30","   17.00","       ","CS","   ","  1","   ","   ","Y  ","   16.30","   16.30","   16.30","   16.30","   16.30"," A "
"00568 ","   ","  ","  11.340","         ","   11.340","   16.30","   16.30","   18.75","   16.30","   16.30","   16.30","        ","       ","CS","   ","  1","   ","   ","Y  ","   16.30","   16.30","   16.30","   16.30","   16.30"," A "
"00569 ","   ","  ","  11.340","         ","   12.210","   16.30","   16.30","   18.75","   16.30","   16.30","   16.30","   10.00","       ","CS","   ","  1","   ","   ","Y  ","   16.30","   16.30","   16.30","   16.30","   16.30"," A "
"00570 ","   ","  ","  37.717","   35.503","   37.717","   55.00","   55.00","   63.25","   60.50","   57.75","   55.00","        ","       ","CS","  1","   ","   ","   ","Y  ","   55.00","   55.00","   55.00","   49.50","   55.00"," A "
"00571 ","   ","  ","  38.922","   36.709","   38.922","   55.00","   55.00","   63.25","   60.50","   57.75","   55.00","        ","       ","CS","  1","   ","   ","   ","Y  ","   55.00","   55.00","   55.00","   49.50","   55.00"," A "
"00572 ","   ","  ","  37.932","   35.718","   37.932","   55.00","   55.00","   63.25","   60.50","   57.75","   55.00","        ","       ","CS","  1","   ","   ","   ","Y  ","   55.00","   55.00","   55.00","   49.50","   55.00"," A "
"00573 ","   ","  ","  37.932","   35.718","   37.932","   55.00","   55.00","   63.25","   60.50","   57.75","   55.00","        ","       ","CS","  1","   ","   ","   ","Y  ","   55.00","   55.00","   55.00","   49.50","   55.00"," A "
"00574 ","   ","  ","  37.717","   35.503","   37.717","   55.00","   55.00","   63.25","   60.50","   57.75","   55.00","        ","       ","CS","  1","   ","   ","   ","Y  ","   55.00","   55.00","   55.00","   49.50","   55.00"," A "
"00575 ","   ","  ","  36.927","         ","   36.927","   51.50","   51.50","   59.23","   56.65","   54.08","   51.50","        ","       ","CS","  1","   ","   ","   ","Y  ","   51.50","   51.50","   51.50","   51.50","   51.50"," A "
"00576 ","   ","  ","        ","         ","         ","        ","        ","        ","        ","        ","        ","        ","       ","CS","   ","   ","   ","   ","Y  ","        ","        ","        ","        ","        "," A "
"00577 ","   ","  ","        ","         ","         ","        ","        ","        ","        ","        ","        ","        ","       ","CS","   ","   ","   ","   ","Y  ","        ","        ","        ","        ","        "," A "
"00578 ","   ","  ","        ","         ","         ","        ","        ","        ","        ","        ","        ","        ","       ","CS","   ","   ","   ","   ","Y  ","        ","        ","        ","        ","        "," A "
"00579 ","   ","  ","        ","         ","         ","        ","        ","        ","        ","        ","        ","        ","       ","CS","   ","   ","   ","   ","Y  ","        ","        ","        ","        ","        "," A "
"00603 ","   ","  ","  21.410","   18.290","   21.410","   34.25","   34.25","   39.39","   34.25","   34.25","   23.98","        ","       ","CS","   ","   ","   ","   ","N  ","   22.00","   22.00","   23.98","   23.22","   23.98"," A "
"00604 ","   ","  ","   5.930","         ","    5.930","    9.65","    9.65","   11.10","    9.65","    9.65","    9.65","        ","       ","CS","   ","   ","   ","   ","N  ","    9.65","    9.65","    9.65","    9.65","    9.65"," A "
"00605 ","X  ","  ","  23.290","         ","   23.290","   37.60","   37.60","   43.24","   41.36","   39.48","   37.60","        ","       ","CS","   ","   ","   ","   ","N  ","   37.60","   37.60","   37.60","   37.60","   37.60"," X "
"00606 ","   ","  ","  23.610","   20.160","   23.610","   38.50","   38.50","   44.28","   38.50","   38.50","   23.71","        ","       ","CS","   ","   ","   ","   ","N  ","   21.75","   21.75","   23.71","   23.47","   23.71"," A "
"00607 ","   ","  ","   4.110","         ","    4.110","    5.58","    5.58","    6.42","    5.58","    5.58","    5.58","        ","       ","CS","   ","   ","   ","   ","N  ","    5.58","    5.58","    5.58","    5.58","    5.58"," A "
"00612 ","   ","  ","  42.421","   38.290","   42.421","   49.40","   49.40","   56.81","   54.34","   51.87","   49.40","        ","       ","CS","   ","   ","   ","   ","N  ","   49.40","   49.40","   49.40","   44.46","   49.40"," A "
"00614 ","   ","  ","  33.611","   30.941","   33.611","   44.50","   44.50","   51.18","   48.95","   46.73","   44.50","        ","       ","CS","   ","   ","   ","   ","N  ","   44.50","   44.50","   44.50","   42.50","   44.50"," A "
"00616 ","D  ","  ","  13.845","   11.578","   13.845","   24.75","   24.75","   28.46","   24.75","   24.75","   24.75","        ","       ","CS","   ","   ","   ","   ","N  ","   24.75","   24.75","   24.75","   24.75","   24.75"," D "
"00617 ","X  ","  ","  11.850","         ","   11.850","   19.25","   19.25","   22.14","   19.25","   19.25","   19.25","        ","       ","CS","   ","   ","   ","   ","N  ","   19.25","   19.25","   19.25","   15.08","   19.25"," X "
"00618 ","   ","  ","   7.150","         ","    7.150","   11.25","   11.25","   12.94","   11.25","   11.25","   11.25","   57.00","       ","CS","   ","   ","   ","   ","N  ","   11.25","   11.25","   11.25","    9.31","   11.25"," A "
"00619 ","X  ","  ","  24.720","         ","   24.720","   34.00","   34.00","   39.10","   37.40","   35.70","   34.00","        ","       ","CS","   ","   ","   ","   ","N  ","   34.00","   34.00","   34.00","   34.00","   25.52"," X "
"00620 ","X  ","  ","  23.050","         ","   23.050","   31.50","   31.50","   36.23","   34.65","   33.08","   31.50","        ","       ","CS","   ","   ","   ","   ","N  ","   31.50","   31.50","   31.50","   31.50","   24.20"," X "
"00622 ","X  ","  ","  20.850","         ","   20.850","   29.00","   29.00","   33.35","   31.90","   30.45","   29.00","        ","       ","CS","   ","   ","   ","   ","N  ","   29.00","   29.00","   29.00","   29.00","   29.00"," X "
"00623 ","D  ","  ","  47.640","   45.410","   47.640","   67.30","   67.30","   77.40","   67.30","   67.30","   67.30","        ","       ","CS","   ","   ","   ","   ","N  ","   67.30","   67.30","   67.30","   67.30","   67.30"," D "
"00624 ","   ","  ","  46.504","   42.611","   46.504","   66.55","   66.55","   76.53","   66.55","   66.55","   66.55","        ","       ","CS","   ","   ","   ","   ","N  ","   66.55","   66.55","   66.55","   53.85","   66.55"," A "
"00625 ","   ","  ","  40.645","   37.243","   40.645","   58.15","   58.15","   66.87","   58.15","   58.15","   58.15","        ","       ","CS","   ","   ","   ","   ","N  ","   58.15","   58.15","   58.15","   47.15","   58.15"," A "
"00626 ","D  ","  ","  36.390","         ","   36.390","   53.85","   53.85","   61.93","   53.85","   53.85","   53.85","        ","       ","CS","   ","   ","   ","   ","N  ","   53.85","   53.85","   53.85","   53.85","   53.85"," D "
"00627 ","   ","  ","   5.930","         ","    5.930","    9.65","    9.65","   11.10","    9.65","    9.65","    9.65","        ","       ","CS","   ","   ","   ","   ","N  ","    9.65","    9.65","    9.65","    9.65","    9.65"," A "
"00628 ","   ","  ","   5.930","         ","    5.930","    9.65","    9.65","   11.10","    9.65","    9.65","    9.65","   78.00","       ","CS","   ","   ","   ","   ","N  ","    9.65","    9.65","    9.65","    9.65","    9.65"," A "
"00629 ","D  ","  ","   5.355","         ","         ","   11.10","   11.10","   12.77","   11.10","   11.10","   11.10","        ","       ","CS","   ","   ","   ","   ","N  ","   11.10","   11.10","   11.10","   11.10","   11.10"," D "
"00631 ","D  ","  ","   5.930","         ","    5.930","    9.65","    9.65","   11.10","    9.65","    9.65","    9.65","        ","       ","CS","   ","   ","   ","   ","N  ","    9.65","    9.65","    9.65","    9.65","    9.65"," D "
"00632 ","D  ","  ","   5.930","         ","    5.930","    9.65","    9.65","   11.10","    9.65","    9.65","    9.65","        ","       ","CS","   ","   ","   ","   ","N  ","    9.65","    9.65","    9.65","    9.65","    9.65"," D "
"00633 ","   ","  ","  16.115","   14.788","   16.115","   18.75","   18.75","   21.56","   20.63","   19.69","   18.75","        ","       ","CS","   ","   ","   ","   ","N  ","   18.75","   18.75","   18.75","   25.81","   18.75"," A "
"00634 ","D  ","  ","  33.893","   30.100","   33.893","   45.30","   45.30","   52.10","   49.83","   47.57","   45.30","        ","       ","CS","   ","   ","   ","   ","N  ","   45.30","   45.30","   45.30","   45.30","   45.30"," D "
"00635 ","D  ","  ","  17.128","   14.806","   17.128","   26.40","   26.40","   30.36","   29.04","   27.72","   26.40","        ","       ","CS","   ","   ","   ","   ","N  ","   26.40","   26.40","   26.40","   26.40","   26.40"," D "
"00636 ","   ","  ","   4.710","         ","    4.710","    7.80","    7.80","    8.97","    7.80","    7.80","    7.80","        ","       ","CS","   ","   ","   ","   ","N  ","    7.80","    7.80","    7.80","    5.75","    7.80"," A "
"00637 ","   ","  ","   5.410","         ","    5.410","    8.49","    8.49","    9.76","    8.49","    8.49","    8.49","        ","       ","CS","   ","   ","   ","   ","N  ","    8.49","    8.49","    8.49","    7.25","    8.49"," A "
