"WHSE  ","ITEM   ","DESCRIPT                           ","U/C","   COST01 ","   COST02 ","   COST03 ","   COST04 ","   COST05 ","   COST06 ","   COST07 ","   COST08 ","   COST09 ","   COST10 ","    TOTAL  ","   COST99 "
"11060 ","811508 ","H.A.G. IMPORT        HURRICANE GLA ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811510 ","H.A.G. IMPORT        VASE BULLET V ","  1","   16.040 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    16.040 ","          "
"11020 ","811510 ","H.A.G. IMPORT        VASE BULLET V ","  1","   16.040 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    16.040 ","          "
"11060 ","811510 ","H.A.G. IMPORT        VASE BULLET V ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811512 ","H.A.G. IMPORT        INTCIT MUG 37 ","  1","    8.050 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     8.050 ","          "
"11020 ","811512 ","H.A.G. IMPORT        INTCIT MUG 37 ","  1","    8.050 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     8.050 ","          "
"11060 ","811512 ","H.A.G. IMPORT        INTCIT MUG 37 ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811516 ","H.A.G. IMPORT        INTCIT MUG 37 ","  1","    8.050 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     8.050 ","          "
"11020 ","811516 ","H.A.G. IMPORT        INTCIT MUG 37 ","  1","    8.050 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     8.050 ","          "
"11060 ","811516 ","H.A.G. IMPORT        INTCIT MUG 37 ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811517 ","H.A.G. IMPORT        INTCIT MUG 37 ","  1","    8.050 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     8.050 ","          "
"11020 ","811517 ","H.A.G. IMPORT        INTCIT MUG 37 ","  1","    8.050 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     8.050 ","          "
"11060 ","811517 ","H.A.G. IMPORT        INTCIT MUG 37 ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811518 ","H.A.G. IMPORT        INTCIT MUG 37 ","  1","    8.050 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     8.050 ","          "
"11020 ","811518 ","H.A.G. IMPORT        INTCIT MUG 37 ","  1","    8.050 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     8.050 ","          "
"11060 ","811518 ","H.A.G. IMPORT        INTCIT MUG 37 ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811541 ","H.A.G. IMPORT        PINEAPPLE CUP ","  1","    6.330 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     6.330 ","          "
"11020 ","811541 ","H.A.G. IMPORT        PINEAPPLE CUP ","  1","    6.330 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     6.330 ","          "
"11060 ","811541 ","H.A.G. IMPORT        PINEAPPLE CUP ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811542 ","H.A.G. IMPORT        ACAC OBLG SER ","  1","   32.130 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    32.130 ","          "
"11020 ","811542 ","H.A.G. IMPORT        ACAC OBLG SER ","  1","   32.130 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    32.130 ","          "
"11060 ","811542 ","H.A.G. IMPORT        ACAC OBLG SER ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811543 ","H.A.G. IMPORT        ACAC OBLG SER ","  1","   45.920 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    45.920 ","          "
"11020 ","811543 ","H.A.G. IMPORT        ACAC OBLG SER ","  1","   45.920 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    45.920 ","          "
"11060 ","811543 ","H.A.G. IMPORT        ACAC OBLG SER ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811544 ","H.A.G. IMPORT        ACAC OBLG SER ","  1","   57.430 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    57.430 ","          "
"11020 ","811544 ","H.A.G. IMPORT        ACAC OBLG SER ","  1","   57.430 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    57.430 ","          "
"11060 ","811544 ","H.A.G. IMPORT        ACAC OBLG SER ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811545 ","H.A.G. IMPORT        TEA BOX 21X16 ","  1","   22.240 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    22.240 ","          "
"11020 ","811545 ","H.A.G. IMPORT        TEA BOX 21X16 ","  1","   22.240 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    22.240 ","          "
"11060 ","811545 ","H.A.G. IMPORT        TEA BOX 21X16 ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
