"ITEM   ","DESCRIPT                           ","U/C","    COST01 ","   COST02 ","   COST03 ","   COST04 ","   COST05 ","   COST06 ","   COST07 ","   COST08 ","   COST09 ","   COST10 ","    TOTAL  "
"404048 ","MONARCHMACHINE 20 ROL AD 1115 LABE "," 20","  2219.672 ","          ","   57.225 ","    3.900 ","  256.961 ","          ","  110.126 ","   14.935 ","          ","          ","  2662.819 "
"404050 ","MONARCHMACHINE 20 ROL AD 1153 LABE "," 20","  5096.800 ","          ","  330.800 ","          ","  358.400 ","          ","          ","          ","          ","          ","  5786.000 "
"404051 ","LABELS 20 ROL AD 1130/1131/1136 MO "," 20","  2265.200 ","          ","   91.400 ","          ","   99.000 ","          ","          ","          ","          ","          ","  2455.600 "
"404052 ","LABELS 16 ROL AD 1153 LABELS       "," 16","   599.140 ","          ","   24.100 ","          ","   26.210 ","          ","          ","          ","          ","          ","   649.450 "
"404053 ","PLASTIX        HYGARD 750     BULL ","  8","  5992.080 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","  5992.080 "
"404054 ","PLASTIX        SKYDEX (60X1.2)     ","  1","    12.620 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    12.620 "
"404055 ","PLASTIX        RF PLEXIGLAS   18/1 ","  8","   110.090 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   110.090 "
"404056 ","INK ROLLERS        AD 1110 MODEL B ","  1","     1.260 ","     .200 ","     .150 ","          ","     .270 ","          ","          ","     .010 ","          ","          ","     1.890 "
"404057 ","LABELS 15 ROL AD 1110 RED LABELS A "," 15","   691.510 ","   10.430 ","    4.620 ","     .760 ","          ","   40.100 ","          ","    4.400 ","          ","          ","   751.820 "
"404058 ","PLASTIX        RF BULLET RESISTANT ","  8","  2329.600 ","          ","  133.840 ","   19.730 ","  135.500 ","          ","          ","   15.410 ","          ","          ","  2634.080 "
"404059 ","PLASTIX 60X60  PLEXIGLASS GREEN    ","  8","   157.590 ","          ","    7.540 ","     .960 ","    9.080 ","          ","    7.430 ","    1.070 ","          ","          ","   183.670 "
"404060 ","INK ROLLERS        AD 1115 MODEL B ","  1","     9.191 ","          ","     .237 ","     .016 ","     .557 ","          ","     .456 ","     .059 ","          ","          ","    10.516 "
"404061 ","LABELS 16 ROL AD 1115 PLAIN WHITE  "," 16","   519.790 ","          ","   15.010 ","    2.320 ","   29.420 ","          ","   24.070 ","    3.330 ","          ","          ","   593.940 "
"404062 ","LABELS 16 ROL AD 1115 PLAIN GREEN  "," 16","   983.840 ","          ","   41.140 ","          ","   44.620 ","          ","          ","          ","          ","          ","  1069.600 "
"404063 ","PLASTIX        CLEAR M ACRYLIC 30M ","  8","  1368.640 ","          ","   58.758 ","    4.426 ","   78.507 ","          ","   64.233 ","    9.266 ","          ","          ","  1583.830 "
"504001 ","ALC. GLACIAL 36/125 ALCOLADO GLACI "," 36","    99.600 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    99.600 "
"504002 ","ALC. GLACIAL 24/250 ALCOLADO GLACI "," 24","    99.600 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    99.600 "
"504003 ","ALC. GLACIAL 12/500 ALCOLADO GLACI "," 12","    87.600 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    87.600 "
"504004 ","ALC. GLACIAL 50/1OZ ALCOLADO GLACI "," 50","    57.500 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    57.500 "
"504005 ","ALC. GLACIAL 72/090 ALC.GLACIAL SO "," 72","   147.600 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   147.600 "
"504006 ","ALC. GLACIAL 50/30G ALC.GLAC.TOWEL "," 50","    87.450 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    87.450 "
"504007 ","ALC. GLACIAL 1/250  ALC.GLAC.COOL  ","  1","    10.494 ","          ","          ","          ","          ","          ","    2.094-","          ","          ","          ","     8.400 "
"504008 ","ALC. GLACIAL 12/570 GLACIAL RUB 12 "," 12","    50.400 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    50.400 "
"504009 ","ALC. GLACIAL 36/125 GLACIAL HAND S "," 36","   138.600 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   138.600 "
"504010 ","ALC. GLACIAL 36/30  GLACIAL HS BAG "," 36","    72.000 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    72.000 "
"504011 ","ALC. GLACIAL 36/125 ALCOLADO GLACI "," 36","   102.600 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   102.600 "
"504012 ","ALC. GLACIAL 16/250 ALCOLADO GLACI "," 16","    96.800 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    96.800 "
"504013 ","ALC. GLACIAL 72/30  GLACIAL HS BAG "," 72","   100.800 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   100.800 "
"504014 ","ALC. GLACIAL 6/625  GLACIAL REFILL ","  6","    54.840 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    54.840 "
"504015 ","ALC. GLACIAL 12/500 GLACIAL ETHYL  "," 12","    68.640 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    68.640 "
"504016 ","ALC. GLACIAL 24/250 GLACIAL ETHYL  "," 24","   106.800 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   106.800 "
"504017 ","ALC. GLACIAL 24/355 GLACIAL ETHYL  "," 24","   138.000 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   138.000 "
"504018 ","ALC. GLACIAL 50/30  GLACIAL SANITI "," 50","    67.500 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    67.500 "
"504019 ","ALC. GLACIAL 50/30  GLACIAL SANITI "," 50","    58.500 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    58.500 "
"504020 ","ALC. GLACIAL 36/125 GLACIAL SANITI "," 36","    92.160 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    92.160 "
"504021 ","ALC. GLACIAL 24/250 GLACIAL SANITI "," 24","    82.680 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    82.680 "
"504022 ","ALC. GLACIAL 36/125 MOSQUITO REPEL "," 36","   182.870 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   182.870 "
"504023 ","ALC. GLACIAL 12/500 MOSQUITO REPEL "," 12","   159.450 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   159.450 "
"800011 ","DOMUS VENTURES        BASKET SIDE  ","  1","   300.090 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   300.090 "
"800016 ","DOMUS VENTURES        DAWN BAR DIN ","  1","   421.330 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   421.330 "
"800017 ","DOMUS VENTURES        DAWN COFFEE  ","  1","   451.650 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   451.650 "
"800318 ","ASHLEY FURNITU        MAYSVILLE SQ ","  1","   705.680 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   705.680 "
"800605 ","PRODYNE        SPREADER WOOD  HAND ","  1","    12.950 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    12.950 "
"800986 ","UMA HOME DÉCOR        84470 SEAGRA ","  1","    29.290 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    29.290 "
"801170 ","BRASWELLS        CORN SALSA        ","  1","     5.290 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     5.290 "
"801342 ","LIFETIME BRAND        MEL 31"" DARK ","  1","    50.820 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    50.820 "
"801343 ","LIFETIME BRAND        MEL 24"" DARK ","  1","    50.820 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    50.820 "
"801420 ","IMAX WORLDWIDE 23.7   ZEN INDOOR-O ","  1","   125.970 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   125.970 "
"801421 ","IMAX WORLDWIDE 24.7   CKI LIANDROS ","  1","    91.500 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    91.500 "
"801423 ","IMAX WORLDWIDE 28.7   CKI CYPRIAN  ","  1","   125.970 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   125.970 "
"801550 ","HARMAN INC        AMELIA LARGE J E ","  1","    16.490 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    16.490 "
"801645 ","CUISINART CORP        GLASSWARE 4  ","  1","    39.500 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    39.500 "
"801661 ","CUISINART CORP        ELITE 20PC S ","  1","    77.550 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    77.550 "
"801769 ","CUISINART CORP        UNIVERSAL LI ","  1","    18.720 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    18.720 "
"801770 ","CUISINART CORP        CTG-00-SSAS  ","  1","    15.270 ","     .155 ","    1.584 ","     .403 ","          ","     .944 ","     .772 ","     .113 ","          ","          ","    19.240 "
"801805 ","CUISINART CORP        NYLON SKIMME ","  1","     5.240 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     5.240 "
"801843 ","PRODUCTS SPECI        SINGLE LEVER ","  1","    48.090 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    48.090 "
"801844 ","PRODUCTS SPECI        FINAL TOUCH  ","  1","    24.560 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    24.560 "
"801864 ","PRODUCTS SPECI        FOIL CUTTER  ","  1","    26.080 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    26.080 "
"801867 ","PRODUCTS SPECI        DECANTER CON ","  1","    70.600 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    70.600 "
"801875 ","PRODUCTS SPECI        DECANTER CON ","  1","    42.640 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    42.640 "
"801876 ","PRODUCTS SPECI        BOSTON SHAKE ","  1","    46.050 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    46.050 "
"801933 ","CUISINART CORP        COMPACT MANU ","  1","   184.660 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   184.660 "
"801938 ","CUISINART CORP        CTK-SS17N 2Q ","  1","    30.940 ","     .315 ","    3.210 ","     .816 ","          ","          ","    1.555 ","     .217 ","          ","          ","    37.053 "
"801940 ","CUISINART CORP        CTK-S17MR 2Q ","  1","    37.310 ","     .379 ","    3.871 ","     .984 ","          ","          ","    1.876 ","     .261 ","          ","          ","    44.682 "
"801945 ","CUISINART CORP        BABY BOTTLE  ","  1","    49.580 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    49.580 "
"801946 ","CUISINART CORP        2 SL COMPACT ","  1","    63.360 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    63.360 "
"801959 ","CUISINART CORP        WM-SW2N1 SAN ","  1","    39.276 ","     .399 ","    4.075 ","    1.036 ","          ","   11.887 ","    1.981 ","     .345 ","          ","          ","    58.999 "
"801961 ","CUISINART CORP        CHEFS 1-1/2  ","  1","    46.660 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    46.660 "
"801968 ","CUISINART CORP        WALL HALF CI ","  1","    64.720 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    64.720 "
"801973 ","PRODYNE        ICED ON SALAD  TO G ","  1","    37.770 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    37.770 "
"801982 ","PRODYNE        TOUCH ICE COOLER WI ","  1","    29.290 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    29.290 "
"801996 ","PRODYNE        WINE WAND AUTO  WIN ","  1","    46.840 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    46.840 "
"802000 ","CUISINART CORP        STAINLESS 2  ","  1","    39.480 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    39.480 "
"802001 ","CUISINART CORP        STAINLESS 2  ","  1","    47.130 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    47.130 "
"802144 ","LICORES MADURO        TEA FORTE SO ","  1","    14.330 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    14.330 "
"802436 ","BAMBIS INTERNA        S&P EDGE 16P ","  1","   116.010 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   116.010 "
"802592 ","MUD PIE BEIG   XMAS COUNTDOWN  APR ","  1","    23.300 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    23.300 "
"802604 ","EPIC PRODUCTS        HOLIDAY ELEGA ","  1","     3.550 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.550 "
"802606 ","EPIC PRODUCTS        GRAFFITI DINN ","  1","     3.120 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.120 "
"802633 ","CUISINART CORP        STAINLESS 2  ","  1","    65.580 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    65.580 "
"802718 ","LICORES MADURO        RED BUCKET   ","  1","     1.000 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     1.000 "
"802733 ","OGGI CORPORATI        ICE & WINE B ","  1","    51.450 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    51.450 "
"802737 ","OGGI CORPORATI        BAR SET 9 PC ","  1","   110.570 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   110.570 "
"802738 ","OGGI CORPORATI        BAR SET 10 P ","  1","    51.450 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    51.450 "
"802748 ","EPIC PRODUCTS        JUNGLE YOUR B ","  1","     1.990 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     1.990 "
"802807 ","SCOTTON RED    BOXES PINO ROJ O    ","  1","     3.840 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.840 "
